Year,GEO ID,State,State Abbreviation,County Name,"New Diagnoses
Cases","New Diagnoses
Rate","New Diagnoses
Rate Stability","New Diagnoses
Male Rate","New Diagnoses
Male Rate Stability","New Diagnoses
Male Cases","New Diagnoses
Female Rate","New Diagnoses
Female Rate
Stability","New Diagnoses
Female Cases","New Diagnoses
Black Rate","New Diagnoses
Black Rate Stability","New Diagnoses
Black Cases","New Diagnoses
White Rate","New Diagnoses
White Rate Stability","New Diagnoses
White Cases","New Diagnoses
Hispanic Rate","New Diagnoses
Hispanic Rate
Stability","New Diagnoses
Hispanic Cases","New Diagnoses
Asian Rate","New Diagnoses
Asian Rate Stability","New Diagnoses
Asian Cases","New Diagnoses
American
Indian/Alaska
Native Rate","New Diagnoses
American
Indian/Alaska
Native Rate
Stability","New Diagnoses
American
Indian/Alaska
Native Cases","New Diagnoses
Multiple Races Rate","New Diagnoses
Multiple Races Rate
Stability","New Diagnoses
Multiple Races
Cases","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate Stability","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Cases","New Diagnoses
Age 13-24 Rate","New Diagnoses
Age 13-24 Rate
Stability","New Diagnoses
Age 13-24 Cases","New Diagnoses
Age 25-34 Rate","New Diagnoses
Age 25-34 Rate
Stability","New Diagnoses
Age 25-34 Cases","New Diagnoses
Age 35-44 Rate","New Diagnoses
Age 35-44 Rate
Stability","New Diagnoses
Age 35-44 Cases","New Diagnoses
Age 45-54 Rate","New Diagnoses
Age 45-54 Rate
Stability","New Diagnoses
Age 45-54 Cases","New Diagnoses
Age 55-64 Rate","New Diagnoses
Age 55-64 Rate
Stability","New Diagnoses
Age 55-64 Cases","New Diagnoses
Age 65+ Rate","New Diagnoses
Age 65+ Rate
Stability","New Diagnoses
Age 65+ Cases","New Diagnoses
Heterosexual
Contact Percent","New Diagnoses
Heterosexual
Contact Cases","New Diagnoses IDU
Percent","New Diagnoses IDU
Cases","New Diagnoses
Other Transmission
Category Percent","New Diagnoses
Other Transmission
Category Cases","New Diagnoses
MSM Rate","New Diagnoses
MSM Percent","New Diagnoses
MSM Cases","New Diagnoses
MSM/IDU Percent","New Diagnoses
MSM/IDU Cases","New Diagnoses
Male and MSM
Percent","New Diagnoses
Male and MSM
Cases","New Diagnoses
Male and IDU
Percent","New Diagnoses
Male and IDU
Cases","New Diagnoses
Male and MSM/IDU
Percent","New Diagnoses
Male and MSM/IDU
Cases","New Diagnoses
Male and
Heterosexual
Contact Percent","New Diagnoses
Male and
Heterosexual
Contact Cases","New Diagnoses
Male and Other
Transmission
Category Percent","New Diagnoses
Male and Other
Transmission
Category Cases","New Diagnoses
Female and IDU
Percent","New Diagnoses
Female and IDU
Cases","New Diagnoses
Female and
Heterosexual
Contact Percent","New Diagnoses
Female and
Heterosexual
Contact Cases","New Diagnoses
Female and Other
Transmission
Category Percent","New Diagnoses
Female and Other
Transmission
Category Cases","Correctional
Facility Warning"
2023,1109,Alabama,AL,Pike County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1111,Alabama,AL,Randolph County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1113,Alabama,AL,Russell County,11,23,N,26,N,6,19,N,5,-1,-9,-1,27,N,6,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,45.5,5,-1,-1,0,0,-1,-1,-1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1115,Alabama,AL,St. Clair County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
2023,1117,Alabama,AL,Shelby County,15,8,Y,-1,-9,-1,-1,-9,-1,21,N,6,3,N,5,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,14,N,5,-1,-9,-1,19,N,6,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,0.4,93.3,14,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1119,Alabama,AL,Sumter County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1121,Alabama,AL,Talladega County,13,19,Y,-1,-9,-1,-1,-9,-1,31,N,7,14,N,6,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-1,0,0,0,0,3,84.6,11,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
2023,1123,Alabama,AL,Tallapoosa County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1125,Alabama,AL,Tuscaloosa County,62,31,Y,53,Y,51,10,N,11,57,Y,36,10,Y,12,-1,-9,-1,-1,-9,-1,0,-9,0,545.3,N,11,-1,-9,-1,38,Y,22,64,Y,20,21,N,6,35,N,9,20,N,5,0,-9,0,19.4,12,-1,-1,0,0,3.2,74.2,46,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1127,Alabama,AL,Walker County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1129,Alabama,AL,Washington County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1131,Alabama,AL,Wilcox County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,1133,Alabama,AL,Winston County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
2023,2013,Alaska,AK,"Aleutians East
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2016,Alaska,AK,"Aleutians West
Census Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2020,Alaska,AK,"Anchorage
Municipality",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2050,Alaska,AK,Bethel Census Area,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2060,Alaska,AK,Bristol Bay Borough,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2063,Alaska,AK,"Chugach Census
Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-9
2023,2066,Alaska,AK,"Copper River
Census Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-9
2023,2068,Alaska,AK,Denali Borough,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2070,Alaska,AK,"Dillingham Census
Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2090,Alaska,AK,"Fairbanks North Star
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2100,Alaska,AK,Haines Borough,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2105,Alaska,AK,"Hoonah-Angoon
Census Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2110,Alaska,AK,"Juneau City and
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2122,Alaska,AK,"Kenai Peninsula
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
2023,2130,Alaska,AK,"Ketchikan Gateway
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2150,Alaska,AK,"Kodiak Island
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2158,Alaska,AK,"Kusilvak Census
Area",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-9
2023,2164,Alaska,AK,"Lake and Peninsula
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2170,Alaska,AK,"Matanuska-Susitna
Borough",-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2180,Alaska,AK,Nome Census Area,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2023,2185,Alaska,AK,North Slope Borough,-4,-4,-9,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
